ID,배터리용량,주행거리(km),보증기간(년),가격(백만원),연식대비_보증기간_비율,연식대비_주행거리_비율,배터리용량대비_주행거리_비율,제조사_B사,제조사_H사,제조사_K사,제조사_P사,제조사_T사,제조사_V사,모델_ID4,모델_ION5,모델_ION6,모델_IONIQ,모델_KNE,모델_M3,모델_MS,모델_MX,모델_MY,모델_Niro,모델_Q4eT,모델_RSeTGT,모델_Soul,모델_Tay,모델_TayCT,모델_TayGTS,모델_eT,모델_i3,모델_i5,모델_iX,차량상태_Nearly New,차량상태_Pre-Owned,구동방식_FWD,구동방식_RWD,사고이력_Yes,연식(년)_1,연식(년)_2
TRAIN_3936,90.0,6256,9,35.45,9.0,6256.0,68.74725274725274,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3937,90.0,9105,10,21.69,10.0,9105.0,100.05494505494505,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_3938,92.16,44141,6,76.22,2.0,14713.666666666666,473.8192357234865,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
TRAIN_3939,90.0,1797,8,59.96,8.0,1797.0,19.747252747252748,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3940,90.0,7695,9,40.15,9.0,7695.0,84.56043956043956,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_3941,90.0,6275,2,96.16,2.0,6275.0,68.95604395604396,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3942,90.0,6557,7,80.84,7.0,6557.0,72.05494505494505,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
TRAIN_3943,46.0,170161,1,26.75,1.0,170161.0,3620.446808510638,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_3944,46.0,114803,0,22.64,0.0,114803.0,2442.6170212765956,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
TRAIN_3945,90.0,1296,8,100.86,8.0,1296.0,14.241758241758241,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3946,90.0,574,7,24.96,7.0,574.0,6.3076923076923075,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
TRAIN_3947,90.0,7028,8,80.21,8.0,7028.0,77.23076923076923,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
TRAIN_3948,76.093,18214,0,119.85,0.0,6071.333333333333,236.26010143592802,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
TRAIN_3949,61.018,197398,1,62.46,1.0,197398.0,3182.914637685833,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
TRAIN_3950,56.359,89786,1,77.28,1.0,89786.0,1565.334123677191,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_3951,70.963,14834,6,36.23,2.0,4944.666666666667,206.13370759973878,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
TRAIN_3952,69.15,72209,1,9.0,0.3333333333333333,24069.666666666668,1029.351389878831,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
TRAIN_3953,58.162,99764,3,34.93,3.0,99764.0,1686.2851154457253,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_3954,46.0,134517,0,22.75,0.0,134517.0,2862.063829787234,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
TRAIN_3955,46.169,118441,2,23.43,2.0,118441.0,2510.992389069092,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
TRAIN_3956,90.0,7878,9,21.2,9.0,7878.0,86.57142857142857,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_3957,90.0,668,10,48.6,10.0,668.0,7.34065934065934,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_3958,90.0,7233,8,40.48,8.0,7233.0,79.48351648351648,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3959,64.683,73424,2,151.3,2.0,73424.0,1117.8539348080933,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
TRAIN_3960,68.479,41665,7,36.92,3.5,20832.5,599.677600426028,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
TRAIN_3961,56.0,43411,5,27.21,5.0,43411.0,761.5964912280701,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TRAIN_3962,56.0,21815,3,23.93,3.0,21815.0,382.719298245614,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
TRAIN_3963,56.0,18371,5,22.26,5.0,18371.0,322.29824561403507,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
TRAIN_3964,90.0,6655,7,33.23,7.0,6655.0,73.13186813186813,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3965,61.153,40651,3,53.87,3.0,40651.0,654.0472704455135,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
TRAIN_3966,90.0,658,10,18.28,10.0,658.0,7.230769230769231,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_3967,76.093,174608,2,129.19,2.0,174608.0,2264.900834057567,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_3968,63.56,149830,2,62.16,2.0,149830.0,2320.786864931846,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
TRAIN_3969,90.0,6426,10,48.23,10.0,6426.0,70.61538461538461,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3970,90.0,4663,7,46.12,7.0,4663.0,51.24175824175824,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
TRAIN_3971,58.982,19256,8,28.56,2.6666666666666665,6418.666666666667,321.02964222600116,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
TRAIN_3972,69.253,58269,0,88.59,0.0,58269.0,829.4165373720696,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_3973,90.0,8883,10,35.91,10.0,8883.0,97.61538461538461,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3974,90.0,5162,7,59.96,7.0,5162.0,56.72527472527472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TRAIN_3975,99.8,3993,8,72.13,8.0,3993.0,39.61309523809524,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3976,78.227,21162,5,99.0,2.5,10581.0,267.1059108637207,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
TRAIN_3977,90.0,650,2,95.58,2.0,650.0,7.142857142857143,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3978,90.0,8083,9,35.78,9.0,8083.0,88.82417582417582,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3979,90.0,2927,2,96.08,2.0,2927.0,32.16483516483517,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3980,90.0,9576,8,39.43,8.0,9576.0,105.23076923076923,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3981,56.623,16632,7,28.85,3.5,8316.0,288.63474654217936,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
TRAIN_3982,90.0,627,8,39.55,8.0,627.0,6.8901098901098905,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3983,90.0,6360,10,22.33,10.0,6360.0,69.89010989010988,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_3984,48.093,154193,3,22.69,3.0,154193.0,3140.834742223942,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
TRAIN_3985,90.0,2115,2,95.8,2.0,2115.0,23.24175824175824,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3986,90.0,3702,10,47.74,10.0,3702.0,40.68131868131868,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3987,50.096,88233,4,22.35,4.0,88233.0,1726.8083607327385,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
TRAIN_3988,90.0,2326,8,59.23,8.0,2326.0,25.560439560439562,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3989,68.532,101732,0,69.61,0.0,101732.0,1463.0961284013117,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
TRAIN_3990,68.479,36227,7,34.26,3.5,18113.5,521.4093467090776,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
TRAIN_3991,71.841,14947,5,60.66,2.5,7473.5,205.20036792465783,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
TRAIN_3992,78.227,129696,1,97.0,1.0,129696.0,1637.0176833655194,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_3993,77.46,22538,3,74.0,3.0,22538.0,287.25465205200106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
TRAIN_3994,90.0,1289,7,34.27,7.0,1289.0,14.164835164835164,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3995,68.488,11459,7,27.57,3.5,5729.5,164.9061708496431,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
TRAIN_3996,90.0,5490,8,59.73,8.0,5490.0,60.32967032967033,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3997,84.05,46342,5,73.85,2.5,23171.0,544.8794826572605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
TRAIN_3998,90.0,4386,9,41.65,9.0,4386.0,48.1978021978022,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_3999,90.0,2864,10,21.66,10.0,2864.0,31.47252747252747,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_4000,77.46,12940,3,74.0,3.0,12940.0,164.92480244710683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
TRAIN_4001,88.474,13559,5,93.07,2.5,6779.5,151.54122985448285,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
TRAIN_4002,90.0,2805,7,79.6,7.0,2805.0,30.824175824175825,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
TRAIN_4003,93.4,8366,2,160.0,2.0,8366.0,88.6228813559322,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
TRAIN_4004,65.791,135284,0,69.59,0.0,135284.0,2025.4824751837823,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
TRAIN_4005,46.169,136995,2,27.65,2.0,136995.0,2904.3439547160215,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_4006,91.2,9144,7,66.44,7.0,9144.0,99.17570498915401,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TRAIN_4007,68.479,43230,7,38.0,3.5,21615.0,622.2023920896962,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
TRAIN_4008,60.272,120829,2,39.5,2.0,120829.0,1972.0100535317927,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_4009,61.994,142138,2,118.87,2.0,142138.0,2256.373622884719,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_4010,65.791,81982,0,70.18,0.0,81982.0,1227.4408228653563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
TRAIN_4011,74.834,44829,6,64.74,2.0,14943.0,591.1464514597674,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
TRAIN_4012,96.0,7184,7,78.34,7.0,7184.0,74.0618556701031,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_4013,90.0,4929,9,41.15,9.0,4929.0,54.16483516483517,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_4014,68.488,183155,2,28.21,2.0,183155.0,2635.778839511858,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
TRAIN_4015,58.982,12095,8,23.22,2.6666666666666665,4031.6666666666665,201.64382648127773,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
TRAIN_4016,65.739,43012,6,38.0,6.0,43012.0,644.4807383988373,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TRAIN_4017,90.0,8386,8,79.41,8.0,8386.0,92.15384615384616,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TRAIN_4018,68.488,145494,4,28.71,4.0,145494.0,2093.800368408934,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
TRAIN_4019,90.0,3479,9,38.65,9.0,3479.0,38.23076923076923,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_4020,90.0,9322,2,120.08,2.0,9322.0,102.43956043956044,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_4021,74.834,43407,6,63.52,2.0,14469.0,572.3949679563257,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
TRAIN_4022,56.234,110525,0,61.74,0.0,110525.0,1931.107383722962,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
TRAIN_4023,50.096,50684,4,27.7,4.0,50684.0,991.9367465163614,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
TRAIN_4024,90.0,856,10,17.02,10.0,856.0,9.406593406593407,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_4025,93.4,9213,2,160.05,2.0,9213.0,97.59533898305084,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
TRAIN_4026,90.0,5625,7,59.42,7.0,5625.0,61.81318681318681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_4027,90.0,8001,8,65.7,8.0,8001.0,87.92307692307692,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
TRAIN_4028,56.788,180656,0,56.0,0.0,180656.0,3126.185367204264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_4029,90.0,6613,9,35.58,9.0,6613.0,72.67032967032966,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_4030,90.0,5997,7,80.25,7.0,5997.0,65.9010989010989,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TRAIN_4031,90.0,483,2,121.18,2.0,483.0,5.3076923076923075,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
TRAIN_4032,95.0,7011,8,60.33,8.0,7011.0,73.03125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TRAIN_4033,72.139,97278,0,79.14,0.0,97278.0,1330.0427952255295,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_4034,61.619,92341,1,57.74,1.0,92341.0,1474.6482696945018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_4035,90.0,6019,7,34.62,7.0,6019.0,66.14285714285714,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_4036,55.547,116711,0,39.09,0.0,116711.0,2063.964489716519,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_4037,51.94,195830,0,73.47,0.0,195830.0,3699.093313184738,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_4038,90.0,2631,9,41.49,9.0,2631.0,28.912087912087912,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_4039,71.388,146963,1,72.5,1.0,146963.0,2030.2121898657235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
TRAIN_4040,90.0,9938,8,79.26,8.0,9938.0,109.20879120879121,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
TRAIN_4041,50.096,199647,4,21.96,4.0,199647.0,3907.292155941757,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_4042,46.169,81271,2,26.47,2.0,81271.0,1722.9748351671649,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
TRAIN_4043,90.0,997,7,100.0,7.0,997.0,10.956043956043956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_4044,90.0,7428,10,21.55,10.0,7428.0,81.62637362637362,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_4045,58.982,36388,8,24.09,2.6666666666666665,12129.333333333334,606.6486612650461,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
TRAIN_4046,90.0,7550,7,80.21,7.0,7550.0,82.96703296703296,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
TRAIN_4047,91.2,4597,7,64.99,7.0,4597.0,49.859002169197396,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
TRAIN_4048,90.0,3200,9,23.94,9.0,3200.0,35.16483516483517,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TRAIN_4049,90.0,471,8,74.97,8.0,471.0,5.175824175824176,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_4050,78.227,34601,6,99.0,2.0,11533.666666666666,436.7324270766279,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
TRAIN_4051,56.0,31103,4,23.36,4.0,31103.0,545.6666666666666,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
TRAIN_4052,90.0,6931,2,103.72,2.0,6931.0,76.16483516483517,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_4053,55.836,180685,2,37.13,2.0,180685.0,3179.0590470828347,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_4054,66.355,43966,5,54.0,2.5,21983.0,652.7503526093088,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
TRAIN_4055,63.11,37401,5,34.59,5.0,37401.0,583.3879270004679,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TRAIN_4056,76.093,176185,2,124.84,2.0,176185.0,2285.3566471664094,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
TRAIN_4057,90.0,69,7,34.05,7.0,69.0,0.7582417582417582,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TRAIN_4058,63.56,141829,2,62.23,2.0,141829.0,2196.855638166047,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
TRAIN_4059,56.0,30508,6,23.53,6.0,30508.0,535.2280701754386,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
TRAIN_4060,90.0,2563,8,64.77,8.0,2563.0,28.164835164835164,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
TRAIN_4061,90.0,1593,8,60.0,8.0,1593.0,17.505494505494507,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TRAIN_4062,66.208,33670,3,63.5,3.0,33670.0,500.98202594929177,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
TRAIN_4063,96.0,7684,7,69.64,7.0,7684.0,79.21649484536083,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRAIN_4064,90.0,9123,7,80.7,7.0,9123.0,100.25274725274726,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
